업종,시도,시군구,당월,전월,전년동월
주차장운영업,경상북도,의성군,*,*,*
주차장운영업,경상북도,청송군,3,3,3
주차장운영업,경상북도,고령군,*,*,*
주차장운영업,경상북도,성주군,*,*,*
주차장운영업,경상북도,칠곡군,5,5,5
주차장운영업,경상북도,예천군,*,*,3
주차장운영업,경상북도,울진군,*,*,*
주차장운영업,부산광역시,중구,111,109,110
주차장운영업,부산광역시,서구,94,97,94
주차장운영업,부산광역시,동구,139,141,137
주차장운영업,부산광역시,영도구,65,66,62
주차장운영업,부산광역시,부산진구,236,237,235
주차장운영업,부산광역시,동래구,139,136,133
주차장운영업,부산광역시,남구,120,119,115
주차장운영업,부산광역시,북구,94,94,90
주차장운영업,부산광역시,해운대구,146,143,149
주차장운영업,부산광역시,사하구,120,121,120
주차장운영업,부산광역시,금정구,114,110,100
주차장운영업,부산광역시,강서구,70,69,58
주차장운영업,부산광역시,연제구,141,136,131
주차장운영업,부산광역시,수영구,100,100,95
주차장운영업,부산광역시,사상구,102,104,100
주차장운영업,부산광역시,기장군,31,33,27
주차장운영업,울산광역시,중구,48,48,45
주차장운영업,울산광역시,남구,113,109,100
주차장운영업,울산광역시,동구,19,19,19
주차장운영업,울산광역시,북구,29,32,32
주차장운영업,울산광역시,울주군,41,40,35
주차장운영업,경상남도,창원시 의창구,34,34,34
주차장운영업,경상남도,창원시 성산구,27,27,27
주차장운영업,경상남도,창원시 마산합포구,74,71,68
주차장운영업,경상남도,창원시 마산회원구,57,57,54
주차장운영업,경상남도,창원시 진해구,18,18,14
주차장운영업,경상남도,진주시,134,124,121
주차장운영업,경상남도,통영시,27,26,24
주차장운영업,경상남도,사천시,11,11,11
주차장운영업,경상남도,김해시,180,178,168
주차장운영업,경상남도,밀양시,29,29,24
주차장운영업,경상남도,거제시,90,88,66
주차장운영업,경상남도,양산시,55,53,50
주차장운영업,경상남도,의령군,*,*,*
주차장운영업,경상남도,함안군,*,*,3
주차장운영업,경상남도,창녕군,*,*,*
주차장운영업,경상남도,고성군,7,7,6
주차장운영업,경상남도,남해군,4,4,4
주차장운영업,경상남도,하동군,3,3,*
주차장운영업,경상남도,산청군,3,3,3
주차장운영업,경상남도,거창군,5,5,6
주차장운영업,경상남도,합천군,*,*,*
주차장운영업,제주특별자치도,제주시,51,52,42
주차장운영업,제주특별자치도,서귀포시,11,11,11
중고차판매점,서울특별시,종로구,*,*,*
중고차판매점,서울특별시,용산구,3,3,*
중고차판매점,서울특별시,성동구,117,120,123
중고차판매점,서울특별시,광진구,4,3,4
중고차판매점,서울특별시,동대문구,7,7,8
중고차판매점,서울특별시,중랑구,8,8,9
중고차판매점,서울특별시,성북구,3,3,*
중고차판매점,서울특별시,강북구,*,*,*
중고차판매점,서울특별시,도봉구,4,4,4
중고차판매점,서울특별시,노원구,6,5,6
중고차판매점,서울특별시,은평구,*,3,*
중고차판매점,서울특별시,서대문구,3,3,*
중고차판매점,서울특별시,마포구,5,5,7
중고차판매점,서울특별시,양천구,39,41,42
중고차판매점,서울특별시,강서구,130,128,117
중고차판매점,서울특별시,구로구,3,3,3
중고차판매점,서울특별시,금천구,3,3,4
중고차판매점,서울특별시,영등포구,11,10,10
중고차판매점,서울특별시,동작구,*,*,*
중고차판매점,서울특별시,관악구,*,*,3
중고차판매점,서울특별시,서초구,62,63,71
중고차판매점,서울특별시,강남구,57,58,58
중고차판매점,서울특별시,송파구,3,3,6
중고차판매점,서울특별시,강동구,4,4,3
중고차판매점,인천광역시,중구,3,3,4
중고차판매점,인천광역시,동구,16,15,13
중고차판매점,인천광역시,미추홀구,64,63,66
중고차판매점,인천광역시,연수구,32,32,30
중고차판매점,인천광역시,남동구,21,21,21
중고차판매점,인천광역시,부평구,25,25,29
중고차판매점,인천광역시,서구,81,81,103
중고차판매점,경기도,수원시 장안구,10,9,27
중고차판매점,경기도,수원시 권선구,283,284,257
중고차판매점,경기도,수원시 팔달구,3,3,3
중고차판매점,경기도,수원시 영통구,*,*,4
중고차판매점,경기도,성남시 수정구,*,*,3
중고차판매점,경기도,성남시 분당구,12,11,10
중고차판매점,경기도,의정부시,24,24,21
중고차판매점,경기도,안양시 만안구,3,4,9
중고차판매점,경기도,안양시 동안구,9,8,10
중고차판매점,경기도,부천시,124,126,142
중고차판매점,경기도,광명시,48,47,54
중고차판매점,경기도,평택시,61,60,54
중고차판매점,경기도,동두천시,7,7,6
중고차판매점,경기도,안산시 상록구,5,5,4
중고차판매점,경기도,안산시 단원구,69,64,45
중고차판매점,경기도,고양시 덕양구,6,6,7
중고차판매점,경기도,고양시 일산동구,15,15,13
중고차판매점,경기도,고양시 일산서구,20,20,21
중고차판매점,경기도,과천시,*,*,*
중고차판매점,경기도,구리시,5,6,7
중고차판매점,경기도,남양주시,16,15,16
중고차판매점,경기도,오산시,7,7,6
중고차판매점,경기도,시흥시,25,26,26
중고차판매점,경기도,군포시,3,3,4
중고차판매점,경기도,의왕시,*,3,3
중고차판매점,경기도,하남시,4,4,4
중고차판매점,경기도,용인시 처인구,12,11,11
중고차판매점,경기도,용인시 기흥구,53,54,65
중고차판매점,경기도,용인시 수지구,4,4,4
중고차판매점,경기도,파주시,20,20,18
중고차판매점,경기도,이천시,27,28,28
중고차판매점,경기도,안성시,6,6,5
중고차판매점,경기도,김포시,65,66,61
중고차판매점,경기도,화성시,29,28,25
중고차판매점,경기도,광주시,19,18,21
중고차판매점,경기도,양주시,14,14,12
중고차판매점,경기도,포천시,21,20,18
중고차판매점,경기도,여주시,7,7,7
중고차판매점,경기도,연천군,4,4,*
중고차판매점,경기도,가평군,*,*,*
중고차판매점,경기도,양평군,4,4,5
중고차판매점,강원도,춘천시,23,24,24
중고차판매점,강원도,원주시,78,77,75
중고차판매점,강원도,강릉시,16,16,16
중고차판매점,강원도,동해시,8,8,9
중고차판매점,강원도,태백시,7,7,7
중고차판매점,강원도,속초시,6,6,6
중고차판매점,강원도,삼척시,*,*,*
중고차판매점,강원도,홍천군,6,6,6
중고차판매점,강원도,횡성군,*,*,*
중고차판매점,강원도,영월군,*,*,*
중고차판매점,강원도,평창군,*,*,*
중고차판매점,강원도,철원군,3,3,3
중고차판매점,강원도,화천군,*,*,*
중고차판매점,강원도,양구군,*,*,*
중고차판매점,대전광역시,동구,5,5,4
중고차판매점,대전광역시,중구,*,*,*
중고차판매점,대전광역시,서구,30,32,36
중고차판매점,대전광역시,유성구,138,136,117
중고차판매점,대전광역시,대덕구,42,41,44
중고차판매점,충청북도,청주시 상당구,32,34,31
중고차판매점,충청북도,청주시 서원구,10,10,9
중고차판매점,충청북도,청주시 흥덕구,16,16,16
중고차판매점,충청북도,청주시 청원구,71,70,73
중고차판매점,충청북도,충주시,19,19,20
중고차판매점,충청북도,제천시,22,22,22
중고차판매점,충청북도,옥천군,6,6,7
중고차판매점,충청북도,영동군,*,*,*
중고차판매점,충청북도,증평군,*,*,*
중고차판매점,충청북도,진천군,*,*,*
중고차판매점,충청북도,괴산군,*,*,*
중고차판매점,충청북도,음성군,11,11,11
중고차판매점,충청남도,천안시 동남구,62,61,56
중고차판매점,충청남도,천안시 서북구,59,58,62
중고차판매점,충청남도,공주시,4,4,4
중고차판매점,충청남도,보령시,10,10,9
중고차판매점,충청남도,아산시,19,19,18
중고차판매점,충청남도,서산시,18,20,21
중고차판매점,충청남도,논산시,10,10,9
중고차판매점,충청남도,계룡시,*,*,*
중고차판매점,충청남도,당진시,12,12,10
중고차판매점,충청남도,금산군,3,3,*
중고차판매점,충청남도,부여군,4,4,4
중고차판매점,충청남도,홍성군,10,10,9
중고차판매점,충청남도,예산군,11,11,9
중고차판매점,충청남도,태안군,*,*,*
중고차판매점,세종특별자치시,세종시,3,3,4
중고차판매점,광주광역시,동구,10,10,10
중고차판매점,광주광역시,서구,159,159,156
중고차판매점,광주광역시,남구,15,15,14
중고차판매점,광주광역시,북구,19,19,22
중고차판매점,광주광역시,광산구,31,31,31
중고차판매점,전라북도,전주시 완산구,26,26,27
중고차판매점,전라북도,전주시 덕진구,137,137,138
중고차판매점,전라북도,군산시,35,35,34
중고차판매점,전라북도,익산시,35,35,39
중고차판매점,전라북도,정읍시,16,17,15
중고차판매점,전라북도,남원시,8,8,8
중고차판매점,전라북도,김제시,5,5,5
중고차판매점,전라북도,완주군,11,12,12
중고차판매점,전라북도,무주군,*,*,*
중고차판매점,전라북도,순창군,*,*,*
중고차판매점,전라북도,고창군,3,3,3
중고차판매점,전라북도,부안군,5,5,5
중고차판매점,전라남도,목포시,30,30,34
중고차판매점,전라남도,여수시,40,40,38
중고차판매점,전라남도,순천시,74,73,67
중고차판매점,전라남도,나주시,11,11,11
중고차판매점,전라남도,광양시,20,20,22
중고차판매점,전라남도,담양군,3,3,3
중고차판매점,전라남도,곡성군,*,*,*
중고차판매점,전라남도,고흥군,*,*,*
중고차판매점,전라남도,보성군,5,5,5
중고차판매점,전라남도,화순군,6,6,6
중고차판매점,전라남도,장흥군,5,5,5
중고차판매점,전라남도,강진군,4,4,4
중고차판매점,전라남도,해남군,*,*,*
중고차판매점,전라남도,영암군,*,*,3
중고차판매점,전라남도,무안군,4,4,3
중고차판매점,전라남도,영광군,*,*,*
중고차판매점,전라남도,장성군,5,5,5
중고차판매점,전라남도,완도군,3,3,3
중고차판매점,전라남도,진도군,*,*,*
중고차판매점,대구광역시,중구,*,*,*
중고차판매점,대구광역시,동구,162,163,157
중고차판매점,대구광역시,서구,88,88,88
중고차판매점,대구광역시,남구,*,*,*
중고차판매점,대구광역시,북구,79,79,84
중고차판매점,대구광역시,수성구,4,4,*
중고차판매점,대구광역시,달서구,134,136,134
중고차판매점,대구광역시,달성군,15,14,13
중고차판매점,경상북도,포항시 남구,31,31,33
중고차판매점,경상북도,포항시 북구,32,32,28
중고차판매점,경상북도,경주시,36,37,36
중고차판매점,경상북도,김천시,10,10,10
중고차판매점,경상북도,안동시,27,27,28
중고차판매점,경상북도,구미시,69,68,73
중고차판매점,경상북도,영주시,13,13,13
중고차판매점,경상북도,영천시,20,20,18
중고차판매점,경상북도,상주시,8,8,8
중고차판매점,경상북도,문경시,6,6,6
중고차판매점,경상북도,경산시,21,21,32
중고차판매점,경상북도,군위군,3,3,*
중고차판매점,경상북도,의성군,3,3,3
중고차판매점,경상북도,청송군,*,*,*
중고차판매점,경상북도,영양군,*,*,*
중고차판매점,경상북도,영덕군,*,*,*
중고차판매점,경상북도,청도군,*,*,*
중고차판매점,경상북도,고령군,*,*,*
중고차판매점,경상북도,칠곡군,19,20,20
중고차판매점,경상북도,울진군,*,*,*
중고차판매점,부산광역시,동구,*,*,4
중고차판매점,부산광역시,부산진구,5,5,7
중고차판매점,부산광역시,동래구,*,*,*
중고차판매점,부산광역시,남구,39,39,43
중고차판매점,부산광역시,해운대구,43,42,41
중고차판매점,부산광역시,사하구,28,28,30
중고차판매점,부산광역시,금정구,6,6,9
중고차판매점,부산광역시,강서구,8,8,9
중고차판매점,부산광역시,연제구,43,43,43
중고차판매점,부산광역시,수영구,*,*,*
중고차판매점,부산광역시,사상구,49,50,52
중고차판매점,부산광역시,기장군,12,11,*
중고차판매점,울산광역시,중구,*,*,*
중고차판매점,울산광역시,남구,*,*,*
중고차판매점,울산광역시,동구,*,*,*
중고차판매점,울산광역시,북구,124,122,97
중고차판매점,울산광역시,울주군,4,4,5
중고차판매점,경상남도,창원시 의창구,52,52,54
중고차판매점,경상남도,창원시 성산구,26,25,24
중고차판매점,경상남도,창원시 마산합포구,9,9,10
중고차판매점,경상남도,창원시 마산회원구,27,27,26
중고차판매점,경상남도,창원시 진해구,6,6,3
중고차판매점,경상남도,진주시,45,45,45
중고차판매점,경상남도,통영시,*,*,*
중고차판매점,경상남도,사천시,26,26,27
중고차판매점,경상남도,김해시,81,82,80
중고차판매점,경상남도,밀양시,11,11,11
중고차판매점,경상남도,거제시,11,11,11
중고차판매점,경상남도,양산시,18,17,16
중고차판매점,경상남도,함안군,5,5,5
중고차판매점,경상남도,창녕군,*,*,3
중고차판매점,경상남도,고성군,5,5,4
중고차판매점,경상남도,남해군,*,*,*
중고차판매점,경상남도,하동군,*,*,*
중고차판매점,경상남도,산청군,*,*,*
중고차판매점,경상남도,함양군,*,*,*
중고차판매점,경상남도,거창군,3,3,3
중고차판매점,경상남도,합천군,*,*,*
중고차판매점,제주특별자치도,제주시,46,45,47
중고차판매점,제주특별자치도,서귀포시,10,10,9
중식전문점,서울특별시,종로구,187,191,201
중식전문점,서울특별시,중구,209,206,230
중식전문점,서울특별시,용산구,139,141,137
중식전문점,서울특별시,성동구,131,128,128
중식전문점,서울특별시,광진구,217,218,216
중식전문점,서울특별시,동대문구,192,186,184
중식전문점,서울특별시,중랑구,90,90,88
중식전문점,서울특별시,성북구,146,146,148
중식전문점,서울특별시,강북구,117,117,107
중식전문점,서울특별시,도봉구,81,81,85
중식전문점,서울특별시,노원구,131,133,131
중식전문점,서울특별시,은평구,143,142,132
중식전문점,서울특별시,서대문구,148,145,152
중식전문점,서울특별시,마포구,289,288,293
중식전문점,서울특별시,양천구,110,110,104
중식전문점,서울특별시,강서구,208,204,181
중식전문점,서울특별시,구로구,349,344,334
중식전문점,서울특별시,금천구,153,152,156
중식전문점,서울특별시,영등포구,520,519,515
중식전문점,서울특별시,동작구,143,144,142
중식전문점,서울특별시,관악구,198,190,188
중식전문점,서울특별시,서초구,205,205,212
중식전문점,서울특별시,강남구,388,385,411
중식전문점,서울특별시,송파구,240,237,233
중식전문점,서울특별시,강동구,152,151,140
중식전문점,인천광역시,중구,130,129,128
중식전문점,인천광역시,동구,31,31,31
중식전문점,인천광역시,미추홀구,191,184,178
중식전문점,인천광역시,연수구,119,114,108
중식전문점,인천광역시,남동구,221,219,216
중식전문점,인천광역시,부평구,218,216,208
중식전문점,인천광역시,계양구,100,99,96
중식전문점,인천광역시,서구,201,202,177
중식전문점,인천광역시,강화군,33,34,33
중식전문점,인천광역시,옹진군,17,17,15
중식전문점,경기도,수원시 장안구,101,101,102
중식전문점,경기도,수원시 권선구,121,119,109
중식전문점,경기도,수원시 팔달구,180,176,178
중식전문점,경기도,수원시 영통구,130,128,123
중식전문점,경기도,성남시 수정구,129,124,125
중식전문점,경기도,성남시 중원구,95,94,87
중식전문점,경기도,성남시 분당구,191,190,190
중식전문점,경기도,의정부시,131,130,125
중식전문점,경기도,안양시 만안구,114,111,114
중식전문점,경기도,안양시 동안구,123,120,114
중식전문점,경기도,부천시,359,357,340
중식전문점,경기도,광명시,91,91,96
중식전문점,경기도,평택시,290,285,257
중식전문점,경기도,동두천시,40,40,37
중식전문점,경기도,안산시 상록구,104,102,96
중식전문점,경기도,안산시 단원구,289,289,279
중식전문점,경기도,고양시 덕양구,149,147,132
중식전문점,경기도,고양시 일산동구,124,123,122
중식전문점,경기도,고양시 일산서구,78,75,69
중식전문점,경기도,과천시,11,11,10
중식전문점,경기도,구리시,72,71,69
중식전문점,경기도,남양주시,227,221,195
중식전문점,경기도,오산시,125,124,121
중식전문점,경기도,시흥시,247,243,231
중식전문점,경기도,군포시,111,106,102
중식전문점,경기도,의왕시,33,31,31
중식전문점,경기도,하남시,108,108,94
중식전문점,경기도,용인시 처인구,136,137,126
중식전문점,경기도,용인시 기흥구,97,97,98
중식전문점,경기도,용인시 수지구,75,73,73
중식전문점,경기도,파주시,176,174,171
중식전문점,경기도,이천시,125,124,125
중식전문점,경기도,안성시,133,131,115
중식전문점,경기도,김포시,175,171,170
중식전문점,경기도,화성시,376,365,336
중식전문점,경기도,광주시,145,144,133
중식전문점,경기도,양주시,110,107,102
중식전문점,경기도,포천시,115,116,112
중식전문점,경기도,여주시,70,69,67
중식전문점,경기도,연천군,30,31,28
중식전문점,경기도,가평군,39,40,42
중식전문점,경기도,양평군,43,42,42
중식전문점,강원도,춘천시,184,183,190
중식전문점,강원도,원주시,227,225,212
중식전문점,강원도,강릉시,155,154,153
중식전문점,강원도,동해시,55,55,53
중식전문점,강원도,태백시,30,29,30
중식전문점,강원도,속초시,58,58,49
중식전문점,강원도,삼척시,38,38,36
중식전문점,강원도,홍천군,50,49,42
중식전문점,강원도,횡성군,35,35,31
중식전문점,강원도,영월군,25,25,25
중식전문점,강원도,평창군,28,28,30
중식전문점,강원도,정선군,29,28,30
중식전문점,강원도,철원군,36,36,40
중식전문점,강원도,화천군,28,28,29
중식전문점,강원도,양구군,21,21,21
중식전문점,강원도,인제군,24,24,24
중식전문점,강원도,고성군,26,26,26
중식전문점,강원도,양양군,25,25,25
중식전문점,대전광역시,동구,106,104,104
중식전문점,대전광역시,중구,118,114,112
중식전문점,대전광역시,서구,180,180,166
중식전문점,대전광역시,유성구,157,153,139
중식전문점,대전광역시,대덕구,74,73,69
중식전문점,충청북도,청주시 상당구,89,91,81
중식전문점,충청북도,청주시 서원구,85,81,85
중식전문점,충청북도,청주시 흥덕구,138,138,134
중식전문점,충청북도,청주시 청원구,98,98,96
중식전문점,충청북도,충주시,162,163,158
중식전문점,충청북도,제천시,84,86,83
중식전문점,충청북도,보은군,21,22,21
중식전문점,충청북도,옥천군,27,27,25
중식전문점,충청북도,영동군,31,29,29
중식전문점,충청북도,증평군,29,28,25
중식전문점,충청북도,진천군,52,51,51
중식전문점,충청북도,괴산군,24,24,19
중식전문점,충청북도,음성군,78,78,83
중식전문점,충청북도,단양군,20,20,21
중식전문점,충청남도,천안시 동남구,141,139,146
중식전문점,충청남도,천안시 서북구,159,160,153
중식전문점,충청남도,공주시,86,87,82
중식전문점,충청남도,보령시,72,71,66
중식전문점,충청남도,아산시,208,207,186
중식전문점,충청남도,서산시,96,96,90
중식전문점,충청남도,논산시,84,82,86
중식전문점,충청남도,계룡시,16,16,14
중식전문점,충청남도,당진시,91,91,90
중식전문점,충청남도,금산군,53,54,48
중식전문점,충청남도,부여군,34,34,35
중식전문점,충청남도,서천군,35,33,30
중식전문점,충청남도,청양군,25,25,24
중식전문점,충청남도,홍성군,66,68,67
중식전문점,충청남도,예산군,59,58,56
중식전문점,충청남도,태안군,42,40,37
중식전문점,세종특별자치시,세종시,168,165,152
중식전문점,광주광역시,동구,64,66,69
중식전문점,광주광역시,서구,100,96,98
중식전문점,광주광역시,남구,53,52,51
중식전문점,광주광역시,북구,134,131,138
중식전문점,광주광역시,광산구,126,123,131
중식전문점,전라북도,전주시 완산구,161,157,165
중식전문점,전라북도,전주시 덕진구,141,140,137
중식전문점,전라북도,군산시,189,189,183
중식전문점,전라북도,익산시,162,166,167
중식전문점,전라북도,정읍시,74,72,75
중식전문점,전라북도,남원시,56,56,50
중식전문점,전라북도,김제시,55,55,56
중식전문점,전라북도,완주군,62,59,58
중식전문점,전라북도,진안군,15,16,18
중식전문점,전라북도,무주군,21,21,20
중식전문점,전라북도,장수군,21,21,19
중식전문점,전라북도,임실군,19,19,16
중식전문점,전라북도,순창군,13,13,12
중식전문점,전라북도,고창군,27,27,26
중식전문점,전라북도,부안군,30,30,30
중식전문점,전라남도,목포시,113,109,105
중식전문점,전라남도,여수시,124,125,120
중식전문점,전라남도,순천시,113,112,113
중식전문점,전라남도,나주시,45,44,44
중식전문점,전라남도,광양시,63,63,61
중식전문점,전라남도,담양군,26,25,24
중식전문점,전라남도,곡성군,25,23,23
중식전문점,전라남도,구례군,13,13,13
중식전문점,전라남도,고흥군,26,25,24
중식전문점,전라남도,보성군,15,15,13
중식전문점,전라남도,화순군,24,24,23
중식전문점,전라남도,장흥군,14,14,12
중식전문점,전라남도,강진군,13,13,14
중식전문점,전라남도,해남군,29,29,31
중식전문점,전라남도,영암군,47,47,45
중식전문점,전라남도,무안군,44,43,41
중식전문점,전라남도,함평군,17,18,15
중식전문점,전라남도,영광군,21,21,22
중식전문점,전라남도,장성군,15,15,15
중식전문점,전라남도,완도군,24,24,24
중식전문점,전라남도,진도군,15,15,17
중식전문점,전라남도,신안군,29,28,23
중식전문점,대구광역시,중구,111,109,112
중식전문점,대구광역시,동구,162,161,161
중식전문점,대구광역시,서구,104,104,109
중식전문점,대구광역시,남구,89,88,89
중식전문점,대구광역시,북구,243,237,231
중식전문점,대구광역시,수성구,166,164,162
중식전문점,대구광역시,달서구,246,243,246
중식전문점,대구광역시,달성군,128,127,127
중식전문점,경상북도,포항시 남구,138,138,147
중식전문점,경상북도,포항시 북구,136,135,138
중식전문점,경상북도,경주시,174,171,175
중식전문점,경상북도,김천시,102,101,90
중식전문점,경상북도,안동시,120,119,113
중식전문점,경상북도,구미시,168,168,170
중식전문점,경상북도,영주시,70,70,66
중식전문점,경상북도,영천시,67,67,66
중식전문점,경상북도,상주시,73,73,68
중식전문점,경상북도,문경시,35,33,29
중식전문점,경상북도,경산시,111,110,101
중식전문점,경상북도,군위군,16,16,14
중식전문점,경상북도,의성군,37,37,38
중식전문점,경상북도,청송군,17,17,19
중식전문점,경상북도,영양군,12,12,14
중식전문점,경상북도,영덕군,32,32,29
중식전문점,경상북도,청도군,21,19,16
중식전문점,경상북도,고령군,23,23,23
중식전문점,경상북도,성주군,39,39,38
중식전문점,경상북도,칠곡군,70,68,60
중식전문점,경상북도,예천군,26,26,25
중식전문점,경상북도,봉화군,17,17,18
중식전문점,경상북도,울진군,41,43,37
중식전문점,경상북도,울릉군,6,6,8
중식전문점,부산광역시,중구,54,54,54
중식전문점,부산광역시,서구,53,54,48
중식전문점,부산광역시,동구,75,75,75
중식전문점,부산광역시,영도구,65,65,63
중식전문점,부산광역시,부산진구,223,224,225
중식전문점,부산광역시,동래구,132,130,126
중식전문점,부산광역시,남구,132,130,127
중식전문점,부산광역시,북구,115,114,112
중식전문점,부산광역시,해운대구,168,169,172
중식전문점,부산광역시,사하구,157,152,145
중식전문점,부산광역시,금정구,136,136,128
중식전문점,부산광역시,강서구,94,94,88
중식전문점,부산광역시,연제구,100,99,97
중식전문점,부산광역시,수영구,93,92,86
중식전문점,부산광역시,사상구,157,156,156
중식전문점,부산광역시,기장군,98,95,83
중식전문점,울산광역시,중구,79,81,79
중식전문점,울산광역시,남구,192,190,187
중식전문점,울산광역시,동구,75,76,75
중식전문점,울산광역시,북구,54,54,52
중식전문점,울산광역시,울주군,117,117,114
중식전문점,경상남도,창원시 의창구,124,121,122
중식전문점,경상남도,창원시 성산구,76,76,75
중식전문점,경상남도,창원시 마산합포구,105,104,100
중식전문점,경상남도,창원시 마산회원구,89,87,78
중식전문점,경상남도,창원시 진해구,88,87,83
중식전문점,경상남도,진주시,201,198,186
중식전문점,경상남도,통영시,67,68,69
중식전문점,경상남도,사천시,71,70,71
중식전문점,경상남도,김해시,244,241,225
중식전문점,경상남도,밀양시,71,71,73
중식전문점,경상남도,거제시,93,91,92
중식전문점,경상남도,양산시,162,157,156
중식전문점,경상남도,의령군,14,14,16
중식전문점,경상남도,함안군,45,46,42
중식전문점,경상남도,창녕군,55,55,54
중식전문점,경상남도,고성군,34,34,30
중식전문점,경상남도,남해군,30,29,28
중식전문점,경상남도,하동군,26,26,28
중식전문점,경상남도,산청군,23,23,20
중식전문점,경상남도,함양군,25,24,23
중식전문점,경상남도,거창군,50,49,50
중식전문점,경상남도,합천군,31,31,30
중식전문점,제주특별자치도,제주시,317,312,289
중식전문점,제주특별자치도,서귀포시,136,136,126
채소가게,서울특별시,종로구,26,25,24
채소가게,서울특별시,중구,29,29,32
채소가게,서울특별시,용산구,36,35,32
채소가게,서울특별시,성동구,28,29,32
채소가게,서울특별시,광진구,49,48,41
채소가게,서울특별시,동대문구,173,174,168
채소가게,서울특별시,중랑구,87,85,72
채소가게,서울특별시,성북구,51,51,53
채소가게,서울특별시,강북구,83,80,70
채소가게,서울특별시,도봉구,55,53,43
채소가게,서울특별시,노원구,61,60,49
채소가게,서울특별시,은평구,73,72,67
채소가게,서울특별시,서대문구,58,58,57
채소가게,서울특별시,마포구,53,52,46
채소가게,서울특별시,양천구,78,78,65
채소가게,서울특별시,강서구,88,90,75
채소가게,서울특별시,구로구,82,83,74
채소가게,서울특별시,금천구,45,44,46
채소가게,서울특별시,영등포구,78,77,76
채소가게,서울특별시,동작구,57,56,48
채소가게,서울특별시,관악구,89,88,75
채소가게,서울특별시,서초구,34,35,32
채소가게,서울특별시,강남구,57,57,58
채소가게,서울특별시,송파구,110,109,105
채소가게,서울특별시,강동구,86,84,70
채소가게,인천광역시,중구,11,12,15
채소가게,인천광역시,동구,23,22,21
채소가게,인천광역시,미추홀구,93,93,78
채소가게,인천광역시,연수구,30,27,17
채소가게,인천광역시,남동구,95,92,72
채소가게,인천광역시,부평구,101,100,100
채소가게,인천광역시,계양구,57,57,59
채소가게,인천광역시,서구,99,99,86
채소가게,인천광역시,강화군,86,85,83
채소가게,인천광역시,옹진군,4,4,5
채소가게,경기도,수원시 장안구,43,42,38
채소가게,경기도,수원시 권선구,56,55,46
채소가게,경기도,수원시 팔달구,75,74,69
채소가게,경기도,수원시 영통구,25,23,21
채소가게,경기도,성남시 수정구,56,55,48
채소가게,경기도,성남시 중원구,110,109,78
채소가게,경기도,성남시 분당구,41,39,37
채소가게,경기도,의정부시,107,108,97
채소가게,경기도,안양시 만안구,69,69,63
채소가게,경기도,안양시 동안구,35,38,30
채소가게,경기도,부천시,177,177,162
채소가게,경기도,광명시,65,67,56
채소가게,경기도,평택시,75,76,63
채소가게,경기도,동두천시,27,26,23
채소가게,경기도,안산시 상록구,64,61,54
채소가게,경기도,안산시 단원구,60,59,49
채소가게,경기도,고양시 덕양구,65,64,59
채소가게,경기도,고양시 일산동구,33,32,28
채소가게,경기도,고양시 일산서구,33,30,32
채소가게,경기도,과천시,13,13,10
채소가게,경기도,구리시,39,38,35
채소가게,경기도,남양주시,140,136,119
채소가게,경기도,오산시,19,21,19
채소가게,경기도,시흥시,111,113,79
채소가게,경기도,군포시,50,49,39
채소가게,경기도,의왕시,23,21,17
채소가게,경기도,하남시,61,59,48
채소가게,경기도,용인시 처인구,66,63,54
채소가게,경기도,용인시 기흥구,24,24,21
채소가게,경기도,용인시 수지구,19,16,16
채소가게,경기도,파주시,60,57,51
채소가게,경기도,이천시,41,42,40
채소가게,경기도,안성시,50,48,34
채소가게,경기도,김포시,62,61,52
채소가게,경기도,화성시,80,81,66
채소가게,경기도,광주시,60,59,56
채소가게,경기도,양주시,49,51,44
채소가게,경기도,포천시,44,43,33
채소가게,경기도,여주시,39,39,36
채소가게,경기도,연천군,11,10,14
채소가게,경기도,가평군,30,32,23
채소가게,경기도,양평군,38,38,31
채소가게,강원도,춘천시,60,58,54
채소가게,강원도,원주시,121,114,104
채소가게,강원도,강릉시,53,53,52
채소가게,강원도,동해시,24,23,18
채소가게,강원도,태백시,22,22,16
채소가게,강원도,속초시,19,19,16
채소가게,강원도,삼척시,21,21,20
채소가게,강원도,홍천군,80,79,74
채소가게,강원도,횡성군,59,59,54
채소가게,강원도,영월군,76,76,68
채소가게,강원도,평창군,63,63,64
채소가게,강원도,정선군,59,59,55
채소가게,강원도,철원군,16,16,14
채소가게,강원도,화천군,26,27,24
채소가게,강원도,양구군,33,33,34
채소가게,강원도,인제군,61,58,61
채소가게,강원도,고성군,13,12,11
채소가게,강원도,양양군,34,34,32
채소가게,대전광역시,동구,59,57,54
채소가게,대전광역시,중구,64,66,46
채소가게,대전광역시,서구,89,85,70
채소가게,대전광역시,유성구,68,67,60
채소가게,대전광역시,대덕구,59,59,60
채소가게,충청북도,청주시 상당구,73,70,63
채소가게,충청북도,청주시 서원구,33,35,29
채소가게,충청북도,청주시 흥덕구,56,56,47
채소가게,충청북도,청주시 청원구,31,32,29
채소가게,충청북도,충주시,74,69,61
채소가게,충청북도,제천시,66,67,66
채소가게,충청북도,보은군,12,12,12
채소가게,충청북도,옥천군,25,24,24
채소가게,충청북도,영동군,23,22,19
채소가게,충청북도,증평군,14,14,11
채소가게,충청북도,진천군,21,21,23
채소가게,충청북도,괴산군,56,56,52
