업종,시도,시군구,당월,전월,전년동월
LPG 충전소,서울특별시,중구,*,*,*
LPG 충전소,서울특별시,성동구,*,*,*
LPG 충전소,서울특별시,광진구,*,*,*
LPG 충전소,서울특별시,동대문구,4,4,4
LPG 충전소,서울특별시,중랑구,4,4,4
LPG 충전소,서울특별시,성북구,*,*,*
LPG 충전소,서울특별시,강북구,3,3,3
LPG 충전소,서울특별시,도봉구,6,5,5
LPG 충전소,서울특별시,노원구,6,6,6
LPG 충전소,서울특별시,은평구,3,3,3
LPG 충전소,서울특별시,양천구,7,6,6
LPG 충전소,서울특별시,강서구,12,13,15
LPG 충전소,서울특별시,구로구,5,5,5
LPG 충전소,서울특별시,영등포구,*,*,*
LPG 충전소,서울특별시,관악구,3,3,3
LPG 충전소,서울특별시,서초구,3,3,3
LPG 충전소,서울특별시,강남구,7,7,7
LPG 충전소,서울특별시,송파구,3,3,3
LPG 충전소,서울특별시,강동구,4,4,5
LPG 충전소,인천광역시,중구,5,5,5
LPG 충전소,인천광역시,동구,*,*,*
LPG 충전소,인천광역시,미추홀구,7,7,8
LPG 충전소,인천광역시,연수구,3,3,3
LPG 충전소,인천광역시,남동구,9,8,8
LPG 충전소,인천광역시,부평구,15,14,15
LPG 충전소,인천광역시,계양구,5,5,4
LPG 충전소,인천광역시,서구,19,19,19
LPG 충전소,인천광역시,강화군,4,4,4
LPG 충전소,인천광역시,옹진군,*,*,*
LPG 충전소,경기도,수원시 장안구,3,3,3
LPG 충전소,경기도,수원시 권선구,14,13,12
LPG 충전소,경기도,수원시 팔달구,*,*,*
LPG 충전소,경기도,수원시 영통구,3,3,3
LPG 충전소,경기도,성남시 수정구,5,5,5
LPG 충전소,경기도,성남시 중원구,*,*,*
LPG 충전소,경기도,성남시 분당구,3,3,4
LPG 충전소,경기도,의정부시,8,8,7
LPG 충전소,경기도,안양시 만안구,*,*,*
LPG 충전소,경기도,안양시 동안구,3,*,*
LPG 충전소,경기도,부천시,10,9,10
LPG 충전소,경기도,광명시,*,*,*
LPG 충전소,경기도,평택시,23,26,27
LPG 충전소,경기도,동두천시,7,7,7
LPG 충전소,경기도,안산시 상록구,13,12,13
LPG 충전소,경기도,안산시 단원구,8,8,8
LPG 충전소,경기도,고양시 덕양구,11,11,11
LPG 충전소,경기도,고양시 일산동구,7,7,7
LPG 충전소,경기도,고양시 일산서구,6,6,6
LPG 충전소,경기도,과천시,3,3,3
LPG 충전소,경기도,구리시,5,5,5
LPG 충전소,경기도,남양주시,11,11,12
LPG 충전소,경기도,오산시,9,9,9
LPG 충전소,경기도,시흥시,11,9,8
LPG 충전소,경기도,군포시,*,*,*
LPG 충전소,경기도,의왕시,6,6,6
LPG 충전소,경기도,하남시,6,6,7
LPG 충전소,경기도,용인시 처인구,18,17,20
LPG 충전소,경기도,용인시 기흥구,13,13,14
LPG 충전소,경기도,파주시,22,22,21
LPG 충전소,경기도,이천시,13,13,13
LPG 충전소,경기도,안성시,17,16,14
LPG 충전소,경기도,김포시,17,18,19
LPG 충전소,경기도,화성시,25,25,22
LPG 충전소,경기도,광주시,8,8,9
LPG 충전소,경기도,양주시,17,17,17
LPG 충전소,경기도,포천시,18,17,18
LPG 충전소,경기도,여주시,7,7,6
LPG 충전소,경기도,연천군,5,5,5
LPG 충전소,경기도,가평군,10,11,12
LPG 충전소,경기도,양평군,5,5,6
LPG 충전소,강원도,춘천시,15,15,14
LPG 충전소,강원도,원주시,8,8,11
LPG 충전소,강원도,강릉시,12,12,12
LPG 충전소,강원도,동해시,7,7,8
LPG 충전소,강원도,태백시,*,*,*
LPG 충전소,강원도,속초시,6,6,6
LPG 충전소,강원도,삼척시,*,*,3
LPG 충전소,강원도,홍천군,7,7,6
LPG 충전소,강원도,횡성군,4,4,4
LPG 충전소,강원도,영월군,5,5,5
LPG 충전소,강원도,평창군,3,3,3
LPG 충전소,강원도,정선군,*,3,3
LPG 충전소,강원도,철원군,3,3,3
LPG 충전소,강원도,화천군,*,*,*
LPG 충전소,강원도,양구군,3,3,3
LPG 충전소,강원도,인제군,7,7,6
LPG 충전소,강원도,고성군,*,*,*
LPG 충전소,강원도,양양군,4,4,4
LPG 충전소,대전광역시,동구,5,5,9
LPG 충전소,대전광역시,중구,5,5,7
LPG 충전소,대전광역시,서구,6,6,4
LPG 충전소,대전광역시,유성구,10,9,9
LPG 충전소,대전광역시,대덕구,12,13,10
LPG 충전소,충청북도,청주시 상당구,5,5,5
LPG 충전소,충청북도,청주시 서원구,7,7,7
LPG 충전소,충청북도,청주시 흥덕구,7,7,8
LPG 충전소,충청북도,청주시 청원구,8,8,7
LPG 충전소,충청북도,충주시,17,17,17
LPG 충전소,충청북도,제천시,11,11,11
LPG 충전소,충청북도,옥천군,*,*,*
LPG 충전소,충청북도,영동군,*,*,*
LPG 충전소,충청북도,증평군,3,3,*
LPG 충전소,충청북도,진천군,3,3,3
LPG 충전소,충청북도,괴산군,*,*,*
LPG 충전소,충청북도,음성군,8,8,9
LPG 충전소,충청북도,단양군,*,*,*
LPG 충전소,충청남도,천안시 동남구,14,14,10
LPG 충전소,충청남도,천안시 서북구,16,16,17
LPG 충전소,충청남도,공주시,13,13,13
LPG 충전소,충청남도,보령시,7,7,7
LPG 충전소,충청남도,아산시,13,11,11
LPG 충전소,충청남도,서산시,10,10,9
LPG 충전소,충청남도,논산시,11,11,10
LPG 충전소,충청남도,계룡시,3,3,3
LPG 충전소,충청남도,당진시,9,9,8
LPG 충전소,충청남도,금산군,5,5,5
LPG 충전소,충청남도,부여군,4,4,4
LPG 충전소,충청남도,서천군,6,6,7
LPG 충전소,충청남도,청양군,*,*,*
LPG 충전소,충청남도,홍성군,12,11,11
LPG 충전소,충청남도,예산군,8,8,8
LPG 충전소,충청남도,태안군,*,*,*
LPG 충전소,세종특별자치시,세종시,5,5,4
LPG 충전소,광주광역시,동구,*,*,3
LPG 충전소,광주광역시,서구,*,*,*
LPG 충전소,광주광역시,남구,4,4,4
LPG 충전소,광주광역시,북구,11,11,12
LPG 충전소,광주광역시,광산구,19,19,19
LPG 충전소,전라북도,전주시 완산구,14,15,14
LPG 충전소,전라북도,전주시 덕진구,18,18,18
LPG 충전소,전라북도,군산시,15,18,18
LPG 충전소,전라북도,익산시,18,16,15
LPG 충전소,전라북도,정읍시,10,10,11
LPG 충전소,전라북도,남원시,7,8,7
LPG 충전소,전라북도,김제시,6,6,5
LPG 충전소,전라북도,완주군,12,12,11
LPG 충전소,전라북도,진안군,*,*,*
LPG 충전소,전라북도,무주군,*,*,*
LPG 충전소,전라북도,임실군,*,*,*
LPG 충전소,전라북도,순창군,*,*,*
LPG 충전소,전라북도,고창군,4,4,4
LPG 충전소,전라북도,부안군,3,3,3
LPG 충전소,전라남도,목포시,9,9,8
LPG 충전소,전라남도,여수시,11,11,11
LPG 충전소,전라남도,순천시,14,14,12
LPG 충전소,전라남도,나주시,10,10,10
LPG 충전소,전라남도,광양시,14,14,14
LPG 충전소,전라남도,담양군,3,3,3
LPG 충전소,전라남도,곡성군,*,*,*
LPG 충전소,전라남도,구례군,3,3,3
LPG 충전소,전라남도,고흥군,6,6,6
LPG 충전소,전라남도,보성군,8,8,7
LPG 충전소,전라남도,화순군,7,7,6
LPG 충전소,전라남도,장흥군,3,3,3
LPG 충전소,전라남도,강진군,5,4,4
LPG 충전소,전라남도,해남군,3,3,4
LPG 충전소,전라남도,영암군,7,7,8
LPG 충전소,전라남도,무안군,4,4,5
LPG 충전소,전라남도,함평군,4,4,4
LPG 충전소,전라남도,영광군,5,5,5
LPG 충전소,전라남도,장성군,3,3,3
LPG 충전소,전라남도,완도군,*,*,*
LPG 충전소,전라남도,진도군,*,*,*
LPG 충전소,대구광역시,중구,*,*,*
LPG 충전소,대구광역시,동구,6,6,6
LPG 충전소,대구광역시,서구,4,4,4
LPG 충전소,대구광역시,남구,*,*,*
LPG 충전소,대구광역시,북구,11,11,11
LPG 충전소,대구광역시,수성구,3,3,4
LPG 충전소,대구광역시,달서구,9,9,10
LPG 충전소,대구광역시,달성군,7,7,7
LPG 충전소,경상북도,포항시 남구,12,12,13
LPG 충전소,경상북도,포항시 북구,10,10,10
LPG 충전소,경상북도,경주시,18,18,20
LPG 충전소,경상북도,김천시,13,13,10
LPG 충전소,경상북도,안동시,8,8,8
LPG 충전소,경상북도,구미시,19,20,21
LPG 충전소,경상북도,영주시,7,7,7
LPG 충전소,경상북도,영천시,8,8,8
LPG 충전소,경상북도,상주시,6,6,6
LPG 충전소,경상북도,문경시,3,3,3
LPG 충전소,경상북도,경산시,14,14,13
LPG 충전소,경상북도,군위군,6,6,4
LPG 충전소,경상북도,의성군,4,3,3
LPG 충전소,경상북도,청송군,*,*,*
LPG 충전소,경상북도,영양군,*,*,*
LPG 충전소,경상북도,영덕군,4,4,4
LPG 충전소,경상북도,청도군,*,3,*
LPG 충전소,경상북도,성주군,3,3,3
LPG 충전소,경상북도,칠곡군,16,16,15
LPG 충전소,경상북도,예천군,5,5,5
LPG 충전소,경상북도,봉화군,*,*,*
LPG 충전소,경상북도,울진군,5,5,5
LPG 충전소,부산광역시,서구,*,*,*
LPG 충전소,부산광역시,동구,8,7,7
LPG 충전소,부산광역시,영도구,*,*,*
LPG 충전소,부산광역시,부산진구,*,*,*
LPG 충전소,부산광역시,남구,*,*,*
LPG 충전소,부산광역시,북구,3,3,3
LPG 충전소,부산광역시,해운대구,3,3,3
LPG 충전소,부산광역시,사하구,6,7,5
LPG 충전소,부산광역시,금정구,3,3,3
LPG 충전소,부산광역시,강서구,9,9,11
LPG 충전소,부산광역시,연제구,*,*,*
LPG 충전소,부산광역시,수영구,*,*,*
LPG 충전소,부산광역시,사상구,6,6,5
LPG 충전소,부산광역시,기장군,13,13,13
LPG 충전소,울산광역시,중구,*,*,*
LPG 충전소,울산광역시,남구,10,10,10
LPG 충전소,울산광역시,동구,*,*,*
LPG 충전소,울산광역시,북구,6,6,6
LPG 충전소,울산광역시,울주군,10,11,10
LPG 충전소,경상남도,창원시 의창구,11,11,11
LPG 충전소,경상남도,창원시 성산구,3,3,*
LPG 충전소,경상남도,창원시 마산합포구,10,10,10
LPG 충전소,경상남도,창원시 마산회원구,9,10,9
LPG 충전소,경상남도,창원시 진해구,4,4,3
LPG 충전소,경상남도,진주시,12,12,13
LPG 충전소,경상남도,통영시,7,7,6
LPG 충전소,경상남도,사천시,10,10,10
LPG 충전소,경상남도,김해시,21,23,22
LPG 충전소,경상남도,밀양시,8,9,9
LPG 충전소,경상남도,거제시,7,7,8
LPG 충전소,경상남도,양산시,13,13,14
LPG 충전소,경상남도,의령군,*,*,*
LPG 충전소,경상남도,함안군,15,16,16
LPG 충전소,경상남도,창녕군,*,*,3
LPG 충전소,경상남도,고성군,4,4,3
LPG 충전소,경상남도,남해군,3,3,3
LPG 충전소,경상남도,하동군,4,4,4
LPG 충전소,경상남도,함양군,3,3,3
LPG 충전소,경상남도,거창군,3,3,3
LPG 충전소,경상남도,합천군,*,*,*
LPG 충전소,제주특별자치도,제주시,20,20,21
LPG 충전소,제주특별자치도,서귀포시,14,14,14
PC방,서울특별시,종로구,34,34,36
PC방,서울특별시,중구,26,27,24
PC방,서울특별시,용산구,18,19,24
PC방,서울특별시,성동구,44,45,47
PC방,서울특별시,광진구,68,68,74
PC방,서울특별시,동대문구,70,72,68
PC방,서울특별시,중랑구,71,74,65
PC방,서울특별시,성북구,58,59,66
PC방,서울특별시,강북구,71,70,60
PC방,서울특별시,도봉구,51,52,45
PC방,서울특별시,노원구,63,63,77
PC방,서울특별시,은평구,49,51,56
PC방,서울특별시,서대문구,47,46,52
PC방,서울특별시,마포구,44,44,54
PC방,서울특별시,양천구,59,61,63
PC방,서울특별시,강서구,86,85,89
PC방,서울특별시,구로구,64,64,62
PC방,서울특별시,금천구,51,50,42
PC방,서울특별시,영등포구,77,76,75
PC방,서울특별시,동작구,72,73,80
PC방,서울특별시,관악구,102,101,101
PC방,서울특별시,서초구,39,39,47
PC방,서울특별시,강남구,91,93,105
PC방,서울특별시,송파구,101,103,108
PC방,서울특별시,강동구,72,71,75
PC방,인천광역시,중구,28,29,22
PC방,인천광역시,동구,6,6,6
PC방,인천광역시,미추홀구,97,99,91
PC방,인천광역시,연수구,61,60,69
PC방,인천광역시,남동구,107,112,105
PC방,인천광역시,부평구,88,90,91
PC방,인천광역시,계양구,58,58,46
PC방,인천광역시,서구,82,83,84
PC방,인천광역시,강화군,*,*,3
PC방,인천광역시,옹진군,*,*,*
PC방,경기도,수원시 장안구,65,65,66
PC방,경기도,수원시 권선구,92,93,74
PC방,경기도,수원시 팔달구,61,61,59
PC방,경기도,수원시 영통구,53,54,53
PC방,경기도,성남시 수정구,51,47,49
PC방,경기도,성남시 중원구,41,38,46
PC방,경기도,성남시 분당구,57,57,67
PC방,경기도,의정부시,87,87,76
PC방,경기도,안양시 만안구,49,50,51
PC방,경기도,안양시 동안구,43,43,50
PC방,경기도,부천시,165,166,149
PC방,경기도,광명시,55,56,47
PC방,경기도,평택시,146,149,127
PC방,경기도,동두천시,15,14,14
PC방,경기도,안산시 상록구,88,86,81
PC방,경기도,안산시 단원구,97,97,96
PC방,경기도,고양시 덕양구,72,73,81
PC방,경기도,고양시 일산동구,50,49,54
PC방,경기도,고양시 일산서구,35,35,44
PC방,경기도,과천시,6,6,6
PC방,경기도,구리시,40,41,31
PC방,경기도,남양주시,92,94,82
PC방,경기도,오산시,69,68,67
PC방,경기도,시흥시,161,162,118
PC방,경기도,군포시,36,35,45
PC방,경기도,의왕시,18,18,19
PC방,경기도,하남시,30,30,27
PC방,경기도,용인시 처인구,47,48,47
PC방,경기도,용인시 기흥구,50,49,60
PC방,경기도,용인시 수지구,38,38,47
PC방,경기도,파주시,81,83,81
PC방,경기도,이천시,46,46,46
PC방,경기도,안성시,41,40,33
PC방,경기도,김포시,51,50,47
PC방,경기도,화성시,117,114,121
PC방,경기도,광주시,46,45,46
PC방,경기도,양주시,31,31,26
PC방,경기도,포천시,43,43,33
PC방,경기도,여주시,14,14,16
PC방,경기도,연천군,10,9,9
PC방,경기도,가평군,13,13,16
PC방,경기도,양평군,15,15,12
PC방,강원도,춘천시,73,73,69
PC방,강원도,원주시,76,79,79
PC방,강원도,강릉시,78,79,78
PC방,강원도,동해시,19,19,19
PC방,강원도,태백시,10,10,9
PC방,강원도,속초시,26,27,28
PC방,강원도,삼척시,12,12,14
PC방,강원도,홍천군,17,17,17
PC방,강원도,횡성군,7,7,6
PC방,강원도,영월군,*,*,3
PC방,강원도,평창군,8,8,7
PC방,강원도,정선군,12,12,11
PC방,강원도,철원군,22,24,22
PC방,강원도,화천군,18,18,19
PC방,강원도,양구군,12,11,11
PC방,강원도,인제군,23,22,24
PC방,강원도,고성군,7,7,6
PC방,강원도,양양군,*,*,*
PC방,대전광역시,동구,55,56,60
PC방,대전광역시,중구,43,43,41
PC방,대전광역시,서구,94,94,106
PC방,대전광역시,유성구,64,63,68
PC방,대전광역시,대덕구,36,37,37
PC방,충청북도,청주시 상당구,33,35,38
PC방,충청북도,청주시 서원구,40,41,50
PC방,충청북도,청주시 흥덕구,68,68,63
PC방,충청북도,청주시 청원구,42,43,40
PC방,충청북도,충주시,69,67,54
PC방,충청북도,제천시,35,36,27
PC방,충청북도,보은군,3,3,4
PC방,충청북도,옥천군,5,5,5
PC방,충청북도,영동군,4,4,4
PC방,충청북도,증평군,10,10,6
PC방,충청북도,진천군,21,23,19
PC방,충청북도,괴산군,3,3,3
PC방,충청북도,음성군,25,27,17
PC방,충청북도,단양군,*,*,3
PC방,충청남도,천안시 동남구,62,63,71
PC방,충청남도,천안시 서북구,108,107,109
PC방,충청남도,공주시,18,18,19
PC방,충청남도,보령시,11,11,12
PC방,충청남도,아산시,68,69,66
PC방,충청남도,서산시,43,44,37
PC방,충청남도,논산시,24,25,22
PC방,충청남도,계룡시,3,3,3
PC방,충청남도,당진시,46,47,32
PC방,충청남도,금산군,9,9,8
PC방,충청남도,부여군,6,6,4
PC방,충청남도,서천군,7,8,3
PC방,충청남도,청양군,6,5,4
PC방,충청남도,홍성군,26,26,24
PC방,충청남도,예산군,18,17,16
PC방,충청남도,태안군,6,6,6
PC방,세종특별자치시,세종시,44,45,42
PC방,광주광역시,동구,41,42,41
PC방,광주광역시,서구,83,86,74
PC방,광주광역시,남구,57,57,45
PC방,광주광역시,북구,157,160,135
PC방,광주광역시,광산구,111,114,104
PC방,전라북도,전주시 완산구,79,77,86
PC방,전라북도,전주시 덕진구,97,95,99
PC방,전라북도,군산시,59,59,68
PC방,전라북도,익산시,81,82,85
PC방,전라북도,정읍시,21,21,20
PC방,전라북도,남원시,9,9,10
PC방,전라북도,김제시,13,13,12
PC방,전라북도,완주군,15,15,20
PC방,전라북도,무주군,5,5,5
PC방,전라북도,장수군,3,3,3
PC방,전라북도,임실군,3,3,5
PC방,전라북도,순창군,*,*,3
PC방,전라북도,고창군,4,4,5
PC방,전라북도,부안군,4,4,3
PC방,전라남도,목포시,62,61,57
PC방,전라남도,여수시,70,68,75
PC방,전라남도,순천시,73,73,75
PC방,전라남도,나주시,18,18,15
PC방,전라남도,광양시,50,48,38
PC방,전라남도,담양군,4,4,3
PC방,전라남도,곡성군,3,3,4
PC방,전라남도,구례군,4,5,*
PC방,전라남도,고흥군,5,5,6
PC방,전라남도,보성군,4,4,4
PC방,전라남도,화순군,11,12,9
PC방,전라남도,장흥군,6,6,5
PC방,전라남도,강진군,4,4,4
PC방,전라남도,해남군,9,9,9
PC방,전라남도,영암군,11,11,8
PC방,전라남도,무안군,14,14,13
PC방,전라남도,함평군,*,*,*
PC방,전라남도,영광군,9,9,8
PC방,전라남도,장성군,6,7,6
PC방,전라남도,완도군,7,7,6
PC방,전라남도,진도군,*,*,3
PC방,대구광역시,중구,23,22,25
PC방,대구광역시,동구,80,80,86
PC방,대구광역시,서구,39,40,42
PC방,대구광역시,남구,35,35,39
PC방,대구광역시,북구,90,91,98
PC방,대구광역시,수성구,81,84,91
PC방,대구광역시,달서구,124,125,136
PC방,대구광역시,달성군,33,34,39
PC방,경상북도,포항시 남구,48,48,54
PC방,경상북도,포항시 북구,47,47,49
PC방,경상북도,경주시,41,41,43
PC방,경상북도,김천시,25,25,25
PC방,경상북도,안동시,38,39,38
PC방,경상북도,구미시,141,137,124
PC방,경상북도,영주시,21,21,23
PC방,경상북도,영천시,8,8,10
PC방,경상북도,상주시,11,12,14
PC방,경상북도,문경시,12,12,14
PC방,경상북도,경산시,77,78,90
PC방,경상북도,군위군,*,*,*
PC방,경상북도,의성군,4,4,3
PC방,경상북도,청송군,5,5,3
PC방,경상북도,영양군,3,3,3
PC방,경상북도,영덕군,5,4,5
PC방,경상북도,청도군,4,4,4
PC방,경상북도,고령군,3,3,3
PC방,경상북도,성주군,6,6,6
PC방,경상북도,칠곡군,26,27,29
PC방,경상북도,예천군,7,7,4
PC방,경상북도,봉화군,*,*,3
PC방,경상북도,울진군,10,10,8
PC방,경상북도,울릉군,*,*,3
PC방,부산광역시,중구,10,9,11
PC방,부산광역시,서구,16,16,16
PC방,부산광역시,동구,12,13,17
PC방,부산광역시,영도구,17,19,22
PC방,부산광역시,부산진구,68,67,82
PC방,부산광역시,동래구,30,32,42
PC방,부산광역시,남구,55,58,62
PC방,부산광역시,북구,53,55,60
PC방,부산광역시,해운대구,58,58,66
PC방,부산광역시,사하구,52,53,58
PC방,부산광역시,금정구,56,57,58
PC방,부산광역시,강서구,13,13,14
PC방,부산광역시,연제구,28,28,29
PC방,부산광역시,수영구,29,29,30
PC방,부산광역시,사상구,49,50,49
PC방,부산광역시,기장군,22,22,24
PC방,울산광역시,중구,46,46,47
PC방,울산광역시,남구,95,96,98
PC방,울산광역시,동구,33,34,42
PC방,울산광역시,북구,32,33,33
PC방,울산광역시,울주군,33,32,35
PC방,경상남도,창원시 의창구,58,59,63
PC방,경상남도,창원시 성산구,45,46,52
PC방,경상남도,창원시 마산합포구,35,36,43
PC방,경상남도,창원시 마산회원구,49,49,51
PC방,경상남도,창원시 진해구,42,43,45
PC방,경상남도,진주시,83,83,83
PC방,경상남도,통영시,16,17,18
PC방,경상남도,사천시,19,19,22
PC방,경상남도,김해시,97,98,108
PC방,경상남도,밀양시,7,7,7
PC방,경상남도,거제시,37,38,42
PC방,경상남도,양산시,55,56,58
PC방,경상남도,의령군,*,*,3
PC방,경상남도,함안군,11,12,10
PC방,경상남도,창녕군,5,5,6
PC방,경상남도,고성군,3,3,3
PC방,경상남도,남해군,4,4,4
PC방,경상남도,하동군,3,3,4
PC방,경상남도,산청군,*,*,3
PC방,경상남도,함양군,3,4,6
PC방,경상남도,거창군,8,8,9
PC방,경상남도,합천군,3,3,3
PC방,제주특별자치도,제주시,132,134,140
PC방,제주특별자치도,서귀포시,35,36,31
가구점,서울특별시,종로구,19,17,19
가구점,서울특별시,중구,70,73,71
가구점,서울특별시,용산구,36,36,38
가구점,서울특별시,성동구,24,23,19
가구점,서울특별시,광진구,44,44,44
가구점,서울특별시,동대문구,33,32,30
가구점,서울특별시,중랑구,32,29,29
가구점,서울특별시,성북구,36,36,36
가구점,서울특별시,강북구,31,31,32
가구점,서울특별시,도봉구,19,19,22
가구점,서울특별시,노원구,44,45,43
가구점,서울특별시,은평구,42,42,36
가구점,서울특별시,서대문구,65,65,68
가구점,서울특별시,마포구,31,31,30
가구점,서울특별시,양천구,33,31,32
가구점,서울특별시,강서구,39,38,36
가구점,서울특별시,구로구,28,28,27
가구점,서울특별시,금천구,21,21,19
가구점,서울특별시,영등포구,28,29,29
가구점,서울특별시,동작구,18,18,19
가구점,서울특별시,관악구,39,40,34
가구점,서울특별시,서초구,107,107,102
가구점,서울특별시,강남구,100,101,97
가구점,서울특별시,송파구,70,70,72
가구점,서울특별시,강동구,29,29,28
가구점,인천광역시,중구,18,18,14
가구점,인천광역시,동구,16,17,15
가구점,인천광역시,미추홀구,50,52,49
가구점,인천광역시,연수구,18,17,15
가구점,인천광역시,남동구,63,62,64
가구점,인천광역시,부평구,38,37,39
가구점,인천광역시,계양구,30,30,32
가구점,인천광역시,서구,70,71,66
가구점,인천광역시,강화군,6,6,5
가구점,인천광역시,옹진군,*,*,*
가구점,경기도,수원시 장안구,22,22,22
가구점,경기도,수원시 권선구,51,51,48
가구점,경기도,수원시 팔달구,25,25,27
가구점,경기도,수원시 영통구,28,27,22
가구점,경기도,성남시 수정구,23,22,21
가구점,경기도,성남시 중원구,32,32,32
가구점,경기도,성남시 분당구,57,56,55
가구점,경기도,의정부시,48,50,49
가구점,경기도,안양시 만안구,13,12,13
가구점,경기도,안양시 동안구,60,59,55
가구점,경기도,부천시,77,76,75
가구점,경기도,광명시,40,42,40
가구점,경기도,평택시,92,91,81
가구점,경기도,동두천시,17,17,18
가구점,경기도,안산시 상록구,55,56,57
가구점,경기도,안산시 단원구,30,30,30
가구점,경기도,고양시 덕양구,45,43,46
가구점,경기도,고양시 일산동구,93,94,89
가구점,경기도,고양시 일산서구,92,95,77
가구점,경기도,과천시,8,8,8
가구점,경기도,구리시,24,22,22
가구점,경기도,남양주시,158,155,146
가구점,경기도,오산시,28,28,28
가구점,경기도,시흥시,73,75,61
가구점,경기도,군포시,18,17,19
가구점,경기도,의왕시,21,20,21
가구점,경기도,하남시,51,49,48
가구점,경기도,용인시 처인구,47,46,45
가구점,경기도,용인시 기흥구,64,64,52
가구점,경기도,용인시 수지구,49,50,44
가구점,경기도,파주시,131,128,110
가구점,경기도,이천시,32,32,33
가구점,경기도,안성시,37,37,33
가구점,경기도,김포시,71,72,57
가구점,경기도,화성시,123,122,115
가구점,경기도,광주시,97,97,90
가구점,경기도,양주시,30,26,24
가구점,경기도,포천시,88,91,81
가구점,경기도,여주시,15,15,14
가구점,경기도,연천군,8,8,8
가구점,경기도,가평군,8,8,8
가구점,경기도,양평군,23,23,23
가구점,강원도,춘천시,45,46,45
가구점,강원도,원주시,97,96,94
가구점,강원도,강릉시,49,49,51
가구점,강원도,동해시,24,24,24
가구점,강원도,태백시,6,6,6
가구점,강원도,속초시,15,15,14
가구점,강원도,삼척시,7,7,6
가구점,강원도,홍천군,15,15,15
가구점,강원도,횡성군,7,7,7
가구점,강원도,영월군,7,7,6
가구점,강원도,평창군,7,7,7
가구점,강원도,정선군,8,8,6
가구점,강원도,철원군,7,7,7
가구점,강원도,화천군,*,*,*
가구점,강원도,양구군,*,*,*
가구점,강원도,인제군,6,5,8
가구점,강원도,고성군,4,4,4
가구점,강원도,양양군,3,3,3
가구점,대전광역시,동구,26,25,26
가구점,대전광역시,중구,49,48,47
가구점,대전광역시,서구,50,50,51
가구점,대전광역시,유성구,59,60,57
가구점,대전광역시,대덕구,32,30,29
가구점,충청북도,청주시 상당구,33,33,31
가구점,충청북도,청주시 서원구,70,69,69
가구점,충청북도,청주시 흥덕구,26,26,28
가구점,충청북도,청주시 청원구,21,21,21
가구점,충청북도,충주시,42,42,45
가구점,충청북도,제천시,36,36,36
가구점,충청북도,보은군,6,6,6
가구점,충청북도,옥천군,5,5,5
가구점,충청북도,영동군,9,9,9
가구점,충청북도,증평군,5,5,4
가구점,충청북도,진천군,4,4,3
가구점,충청북도,괴산군,5,5,5
가구점,충청북도,음성군,12,12,13
가구점,충청북도,단양군,*,*,*
가구점,충청남도,천안시 동남구,40,38,38
가구점,충청남도,천안시 서북구,74,75,71
가구점,충청남도,공주시,17,17,15
가구점,충청남도,보령시,15,15,14
가구점,충청남도,아산시,32,33,35
가구점,충청남도,서산시,29,29,30
가구점,충청남도,논산시,23,22,23
가구점,충청남도,계룡시,5,4,4
가구점,충청남도,당진시,18,18,18
가구점,충청남도,금산군,9,9,8
가구점,충청남도,부여군,5,5,3
가구점,충청남도,서천군,*,*,*
가구점,충청남도,청양군,7,7,7
가구점,충청남도,홍성군,12,13,12
가구점,충청남도,예산군,14,14,13
가구점,충청남도,태안군,4,4,4
가구점,세종특별자치시,세종시,34,31,25
가구점,광주광역시,동구,23,23,23
가구점,광주광역시,서구,75,76,79
가구점,광주광역시,남구,11,12,10
가구점,광주광역시,북구,58,59,57
가구점,광주광역시,광산구,50,49,46
가구점,전라북도,전주시 완산구,117,118,113
가구점,전라북도,전주시 덕진구,53,51,50
가구점,전라북도,군산시,67,67,62
가구점,전라북도,익산시,71,72,69
가구점,전라북도,정읍시,15,16,16
가구점,전라북도,남원시,24,24,21
가구점,전라북도,김제시,29,28,29
가구점,전라북도,완주군,13,13,14
가구점,전라북도,진안군,*,*,*
가구점,전라북도,무주군,*,*,*
가구점,전라북도,장수군,*,*,*
가구점,전라북도,임실군,3,3,3
가구점,전라북도,순창군,*,*,*
가구점,전라북도,고창군,8,8,7
가구점,전라북도,부안군,6,6,7
가구점,전라남도,목포시,53,55,50
가구점,전라남도,여수시,50,49,46
가구점,전라남도,순천시,64,63,63
가구점,전라남도,나주시,14,14,14
가구점,전라남도,광양시,16,16,15
가구점,전라남도,담양군,3,3,*
가구점,전라남도,곡성군,*,*,*
가구점,전라남도,구례군,4,4,4
가구점,전라남도,고흥군,6,6,7
가구점,전라남도,보성군,5,5,5
가구점,전라남도,화순군,5,5,5
가구점,전라남도,장흥군,*,*,*
가구점,전라남도,강진군,3,3,3
가구점,전라남도,해남군,12,13,13
가구점,전라남도,영암군,6,6,6
가구점,전라남도,무안군,7,7,7
가구점,전라남도,함평군,*,*,*
가구점,전라남도,영광군,7,7,7
가구점,전라남도,장성군,6,6,6
가구점,전라남도,완도군,4,4,4
가구점,전라남도,진도군,7,7,7
가구점,대구광역시,중구,22,22,24
가구점,대구광역시,동구,53,54,58
가구점,대구광역시,서구,48,48,45
가구점,대구광역시,남구,18,18,16
가구점,대구광역시,북구,120,120,119
가구점,대구광역시,수성구,39,40,41
가구점,대구광역시,달서구,41,41,41
