지역명,가게이름,별점,리뷰갯수,사장리뷰,얼마이상,소요시간
숭인동,두마리찜닭두찜-성동왕십리점,★ 4.9,2132,2132,"15,800원 이상 배달",53~63분
숭인동,청년피자-성북구점,★ 4.9,2368,1761,"15,900원 이상 배달",55~65분
숭인동,박가부대-신설동역점,★ 4.8,892,241,"9,000원 이상 배달",53~63분
숭인동,코리엔탈깻잎두마리치킨-고대점,★ 4.8,937,109,"12,000원 이상 배달",52~62분
숭인동,멕시카나치킨-동대문역점,★ 4.8,1000,976,"16,000원 이상 배달",57~67분
숭인동,후라이드참잘하는집-한성대점,★ 4.7,1530,1227,"14,000원 이상 배달",45~55분
숭인동,피자헛-창신점,★ 4.7,1283,603,"19,900원 이상 배달",28~38분
숭인동,직화삼겹직구삼-왕십리점,★ 4.8,631,1109,"12,000원 이상 배달",53~63분
숭인동,김준현의피자헤븐-종로성대점,★ 4.8,1854,1856,"14,000원 이상 배달",36~46분
숭인동,피자에땅-돈암점,★ 4.7,2029,113,"15,900원 이상 배달",55~65분
숭인동,도미노피자-대학로점,★ 4.8,759,541,"21,900원 이상 배달",35~45분
숭인동,원할머니보쌈족발-본점,★ 4.5,541,79,"12,000원 이상 배달",56~66분
숭인동,반올림피자샵-다산점,★ 4.8,1110,94,"14,900원 이상 배달",55~65분
숭인동,파리바게뜨-황학롯데점,★ 4.8,315,2,"12,000원 이상 배달",60~70분
숭인동,굽네치킨&피자-동대문역점,★ 4.6,334,16,"15,000원 이상 배달",55~65분
숭인동,뚜레쥬르-보문역점,★ 4.9,452,246,"12,000원 이상 배달",26분
숭인동,호치킨-동대문점,★ 4.8,644,107,"13,900원 이상 배달",60~70분
숭인동,호식이두마리치킨-보문점,★ 4.5,611,120,"14,000원 이상 배달",51~61분
숭인동,PB델리-황학롯데점,★ 5.0,1,100,"11,000원 이상 배달",45~55분
숭인동,돈치킨-숭인점,★ 4.5,434,179,"16,000원 이상 배달",28분
숭인동,파파존스피자-대학로점,★ 4.7,147,25,"15,000원 이상 배달",25~35분
숭인동,빕스-제일제당센터점,★ 4.8,103,60,"15,000원 이상 배달",24분
숭인동,네네치킨-창신점,★ 5.0,190,55,"17,000원 이상 배달",46~56분
숭인동,자담치킨-서울용두점,★ 4.8,56,59,"17,000원 이상 배달",55~65분
숭인동,놀부부대찌개-을지로6가2호점,★ 4.7,152,28,"20,000원 이상 배달",50~60분
숭인동,쫄면주는삼겹본능by놀부-왕십리뉴타운점,★ 5.0,55,1,"15,000원 이상 배달",43~53분
숭인동,놀부보쌈족발-을지로6가2호점,★ 4.7,106,12,"20,000원 이상 배달",45~55분
숭인동,돈까스퐁당떡볶이공수간-왕십리뉴타운점,★ 4.8,30,259,"15,000원 이상 배달",45~55분
숭인동,강정구의피자생각-성신여대점,★ 4.7,66,49,"16,000원 이상 배달",42~52분
숭인동,CU-숭인2동점,★ 5.0,28,32,"10,000원 이상 배달",45~55분
숭인동,아웃백-명동점,★ 4.8,260,163,"20,000원 이상 배달",53~63분
숭인동,맘스터치-신설동역점,★ 4.5,123,44,"13,000원 이상 배달",50~60분
숭인동,떡참떡볶이참잘하는집-성북안암점,★ 5.0,80,26,"12,000원 이상 배달",35~45분
숭인동,파스쿠찌-서울대병원점,★ 4.9,38,936,"12,000원 이상 배달",42~52분
숭인동,미스터피자-고대점,★ 4.5,179,1853,"19,900원 이상 배달",40~50분
숭인동,흥부찜닭by놀부-정릉점,★ 4.6,191,1170,"19,000원 이상 배달",55~65분
숭인동,유가네닭갈비-대학로점,★ 3.7,12,97,"15,000원 이상 배달",54~64분
숭인동,최고남제육명가-돈암점,★ 5.0,3,306,"9,000원 이상 배달",39~49분
숭인동,돈피자-숭인점,★ 4.3,3,1005,"16,000원 이상 배달",26분
숭인동,또봉이통닭-서울대학로점,★ 4.8,27,66,"9,900원 이상 배달",45~55분
숭인동,찜꽁찜닭-신설동점,★ 4.9,1435,1386,"10,500원 이상 배달",44~54분
숭인동,곱떡치떡-신설동점,★ 4.9,1858,1286,"10,500원 이상 배달",44~54분
숭인동,꼬꼬방집으로삼겹-왕십리점,★ 4.9,1327,2271,"11,000원 이상 배달",21분
숭인동,구구족-신당점,★ 4.7,3103,16,"19,000원 이상 배달",21분
숭인동,백종원의미정국수&컵밥-대학로점,★ 4.9,402,284,"10,000원 이상 배달",21분
숭인동,경상북도한우홍보판매관,★ 4.6,2154,1198,"18,000원 이상 배달",25분
숭인동,옐로우피자-안암점,★ 4.8,695,50,"10,000원 이상 배달",53~63분
숭인동,웃긴떡볶이,★ 5.0,2,1180,"10,000원 이상 배달",24분
숭인동,중화명가-삼선점,★ 4.8,1386,166,"9,000원 이상 배달",35~45분
숭인동,베트남쌀국수미스사이공 신설동점,★ 4.7,4019,2132,"11,900원 이상 배달",18분
숭인동,카오산-성북점,★ 4.5,3100,1831,"17,000원 이상 배달",25분
숭인동,갈비민족-본점,★ 4.5,2280,1227,"7,000원 이상 배달",30~40분
숭인동,혼밥대왕-왕십리점,★ 4.9,679,7,"7,500원 이상 배달",55~65분
숭인동,짜장마을-본점,★ 4.9,296,1761,"13,000원 이상 배달",25~35분
숭인동,스쿨푸드-딜리버리왕십리뉴타운점,★ 4.8,3543,108,"13,000원 이상 배달",25~35분
숭인동,왕손피자-성북점,★ 4.9,2399,667,"14,000원 이상 배달",43~53분
숭인동,더블식스버거,★ 4.8,1923,3538,"12,000원 이상 배달",20분
숭인동,멘부리,★ 4.7,2765,2101,"14,500원 이상 배달",46~56분
숭인동,지코바치킨-안암점,★ 4.9,2132,621,"17,000원 이상 배달",65~75분
숭인동,닥터찬의찌개백반-성신여대점,★ 4.9,1833,1531,"10,000원 이상 배달",51~61분
숭인동,꽃보다족발-본점,★ 4.7,1283,463,"20,000원 이상 배달",48~58분
숭인동,애정마라샹궈,★ 4.8,5824,21,"13,000원 이상 배달",25분
숭인동,두마리찜닭두찜-성동왕십리점,★ 4.9,2368,1041,"15,800원 이상 배달",53~63분
숭인동,폭풍토핑피자스톰-안암점,★ 4.8,132,51,"15,900원 이상 배달",61~71분
숭인동,피자헛-창신점,★ 4.6,1582,86,"19,900원 이상 배달",28~38분
숭인동,지코바치킨-서울청량리점,★ 4.8,3846,178,"17,000원 이상 배달",55~65분
숭인동,청년피자-성북구점,★ 4.9,2105,5,"15,900원 이상 배달",55~65분
숭인동,화덕피자전문뚜띠쿠치나-용두점,★ 4.6,2134,241,"13,000원 이상 배달",21분
숭인동,벌떡떡볶이-동대문점,★ 4.8,1668,7,"12,000원 이상 배달",44~54분
숭인동,잭아저씨족발보쌈-본점,★ 4.9,1277,2271,"30,000원 이상 배달",38~48분
숭인동,구구족-성신여대역점,★ 4.8,315,593,"19,000원 이상 배달",26분
숭인동,중앙아구찜&탕,★ 4.8,440,599,"30,000원 이상 배달",58~68분
숭인동,치꼬뱅-신설동점,★ 4.8,1947,900,"10,500원 이상 배달",44~54분
숭인동,뉴욕피자-성북구,★ 4.8,854,72,"13,000원 이상 배달",42~52분
숭인동,큰집닭강정-동묘점,★ 4.9,160,294,"10,000원 이상 배달",24분
숭인동,서오릉피자-왕십리뉴타운점,★ 4.7,1644,2965,"13,000원 이상 배달",24분
숭인동,라상객마라샹궈&마라탕,★ 4.8,178,332,"13,000원 이상 배달",24분
숭인동,유자유김치떡볶이-본점,★ 4.9,187,8,"14,500원 이상 배달",38~48분
숭인동,곱창쓰,★ 5.0,6,3529,"17,000원 이상 배달",25분
숭인동,뜸들이다-상왕십리점,★ 4.5,1662,86,"8,700원 이상 배달",16분
숭인동,처갓집양념치킨-왕십리점,★ 4.8,892,30,"16,000원 이상 배달",51~61분
숭인동,이웃집소녀떡볶이-왕십리점,★ 4.9,5148,322,"13,000원 이상 배달",25분
숭인동,떡세스,★ 4.9,91,482,"13,000원 이상 배달",21분
숭인동,잭슨피자-왕십리점,★ 4.8,2790,7,"15,000원 이상 배달",22분
숭인동,홍반장-용두동,★ 4.9,1785,10,"10,000원 이상 배달",33~43분
숭인동,박가부대-신설동역점,★ 4.9,796,33,"9,000원 이상 배달",53~63분
숭인동,BHC-신설점,★ 4.9,2283,1,"15,000원 이상 배달",51~61분
숭인동,청구역꽈배기,★ 4.7,2203,1,"8,000원 이상 배달",23분
숭인동,야한곱창-정릉점,★ 4.9,1746,109,"13,000원 이상 배달",45~55분
숭인동,혼밥대왕-성북보문점,★ 4.9,3554,1866,"6,900원 이상 배달",55~65분
숭인동,매스플레이트,★ 4.9,638,35,"9,900원 이상 배달",23분
숭인동,모모타코야끼,★ 4.8,2366,585,"8,000원 이상 배달",42~52분
숭인동,대한닭발1979-신설동역점,★ 4.9,3536,391,"20,000원 이상 배달",39~49분
숭인동,파리바게뜨-동묘역점,★ 4.8,89,100,"12,000원 이상 배달",55~65분
숭인동,레알간장게장-종로점,★ 4.7,122,398,"12,900원 이상 배달",45~55분
숭인동,BHC-고대역점,★ 4.9,556,919,"15,000원 이상 배달",55~65분
숭인동,김승현스시,★ 4.7,2534,1100,"12,000원 이상 배달",26분
숭인동,처갓집양념치킨-안암점,★ 4.9,651,4,"17,000원 이상 배달",41~51분
숭인동,초밥좋은날,★ 5.0,10,122,"18,000원 이상 배달",55~65분
숭인동,뜸들이다-동대문점,★ 5.0,64,1,"8,700원 이상 배달",18분
숭인동,만선동태찜탕,★ 4.9,1096,15,"12,000원 이상 배달",20~30분
숭인동,육회란연어다-돈암점,★ 4.8,45,9,"9,000원 이상 배달",27분
숭인동,원할머니보쌈-종로5가점,★ 4.8,937,2,"25,000원 이상 배달",43~53분
숭인동,창신전라도밥상,★ 4.8,1883,158,"9,000원 이상 배달",25분
숭인동,커피집아멜라떼-본점,★ 4.9,35,1144,"12,000원 이상 배달",25분
숭인동,안암카페더보일TheBoil,★ 4.9,1804,976,"13,000원 이상 배달",24분
숭인동,커피내리는분식,★ 4.9,29,2346,"12,000원 이상 배달",24분
숭인동,지코바치킨-돈암1호점,★ 4.9,184,983,"17,000원 이상 배달",55~65분
숭인동,뜸들이다-안암점,★ 4.8,503,137,"8,700원 이상 배달",19분
숭인동,코리엔탈깻잎두마리치킨-고대점,★ 4.7,1503,603,"12,000원 이상 배달",52~62분
숭인동,족발야시장-성신여대점,★ 4.9,849,892,"23,000원 이상 배달",41~51분
숭인동,오너비OWNERB,★ 4.8,28,1063,"8,500원 이상 배달",17분
숭인동,푸라닭-성신여대점,★ 4.7,950,1109,"15,900원 이상 배달",55~65분
숭인동,은식당,★ 4.8,1139,1856,"12,000원 이상 배달",24분
숭인동,골목식당필동함박-본점,★ 4.6,1535,1384,"8,500원 이상 배달",25분
숭인동,딸기하우스-스페셜퓨전분식,★ 5.0,4,909,"12,000원 이상 배달",26분
숭인동,A만두여기요-2호점,★ 4.9,923,15,"16,000원 이상 배달",23분
숭인동,동대문엽기떡볶이-고려대점,★ 5.0,2,1054,"14,000원 이상 배달",30~40분
숭인동,무모한초밥-왕십리점,★ 4.8,18,741,"15,000원 이상 배달",22분
숭인동,아름다운밤연어육회,★ 3.9,34,1318,"9,900원 이상 배달",20~30분
숭인동,홍콩반점0410-대학로점,★ 4.7,775,1189,"13,000원 이상 배달",24분
숭인동,초능력훠궈퓨전중식요리,★ 4.8,768,1,"13,000원 이상 배달",47~57분
숭인동,맥도날드-서울시동묘역점,★ 4.8,628,10,"3,000원 이상 배달",51~61분
숭인동,977커피,★ 4.9,1148,1877,"9,000원 이상 배달",20분
숭인동,응급실국물떡볶이-신당역점,★ 4.8,1000,152,"15,000원 이상 배달",47~57분
숭인동,충동닭발,★ 4.7,1530,109,"10,000원 이상 배달",22분
숭인동,메이크데이,★ 4.8,2594,7,"12,000원 이상 배달",19분
숭인동,곱떡치떡-신설동점,★ 4.8,2251,156,"10,500원 이상 배달",44~54분
숭인동,김밥천국-신제기점,★ 4.6,1067,553,"12,000원 이상 배달",24분
숭인동,경복궁우동냉면 고려대점,★ 5.0,1,690,"7,000원 이상 배달",20분
숭인동,봉구스밥버거-한성대점,★ 4.8,631,170,"10,000원 이상 배달",21분
숭인동,피자나라치킨공주-서울삼선점,★ 4.9,899,2,"10,900원 이상 배달",48~58분
숭인동,아빠두리만든떡볶이-한성대점,★ 4.8,1529,78,"14,000원 이상 배달",35~45분
숭인동,멕시카나치킨-동대문역점,★ 4.8,1854,432,"16,000원 이상 배달",57~67분
숭인동,후라이드참잘하는집-한성대점,★ 4.7,2029,2,"14,000원 이상 배달",45~55분
숭인동,롯데리아-청구역점,★ 4.6,2547,28,"9,000원 이상 배달",25~35분
숭인동,큰맘할매순대국-창신역점,★ 4.9,910,2,"15,000원 이상 배달",55~65분
숭인동,홍콩반점0410-왕십리역점,★ 4.9,1248,68,"13,000원 이상 배달",24분
숭인동,길가온-종로점,★ 4.8,1054,65,"20,000원 이상 배달",25분
숭인동,직화삼겹직구삼-왕십리점,★ 4.8,203,9,"12,000원 이상 배달",53~63분
숭인동,피자보이시나-대학로점,★ 4.9,741,986,"14,900원 이상 배달",43~53분
숭인동,귀한족발-본점,★ 4.8,1407,사장님 리뷰가 없어요,"29,000원 이상 배달",44~54분
숭인동,김준현의피자헤븐-종로성대점,★ 4.5,1547,사장님 리뷰가 없어요,"14,000원 이상 배달",36~46분
숭인동,피자에땅-돈암점,★ 4.8,1240,사장님 리뷰가 없어요,"15,900원 이상 배달",55~65분
숭인동,후룩뽕,★ 5.0,175,사장님 리뷰가 없어요,"10,000원 이상 배달",48~58분
숭인동,후라인생맛집-본점,★ 4.7,125,사장님 리뷰가 없어요,"14,000원 이상 배달",47~57분
숭인동,곱분이곱창-신설동점,★ 4.7,2140,사장님 리뷰가 없어요,"18,000원 이상 배달",57~67분
숭인동,응급실국물떡볶이-안암점,★ 4.9,587,사장님 리뷰가 없어요,"15,000원 이상 배달",49~59분
숭인동,고씨네 고려대점,★ 4.9,736,사장님 리뷰가 없어요,"11,000원 이상 배달",23분
숭인동,고니야,★ 4.4,1912,사장님 리뷰가 없어요,"20,000원 이상 배달",24분
숭인동,탐나종합어시장-신설동역점,★ 4.1,8,사장님 리뷰가 없어요,"20,000원 이상 배달",24분
숭인동,쌀통닭-북창동점,★ 4.9,843,사장님 리뷰가 없어요,"15,900원 이상 배달",46~56분
숭인동,KFC-동대문점,★ 4.9,553,사장님 리뷰가 없어요,"8,000원 이상 배달",50~60분
숭인동,마라하오-왕십리점,★ 4.9,1469,사장님 리뷰가 없어요,"12,900원 이상 배달",51~61분
숭인동,롯데리아-제기역점,★ 4.8,31,사장님 리뷰가 없어요,"9,000원 이상 배달",28~38분
숭인동,제육대가-제기점,★ 5.0,235,사장님 리뷰가 없어요,"12,000원 이상 배달",47~57분
숭인동,입큰아구찜&알곤이찜-신당점,★ 4.9,481,사장님 리뷰가 없어요,"18,000원 이상 배달",53~63분
숭인동,돈카와치돈카츠&우동,★ 4.9,515,사장님 리뷰가 없어요,"14,000원 이상 배달",45~55분
숭인동,더피터커피-본점,★ 4.9,28,사장님 리뷰가 없어요,"15,000원 이상 배달",21분
숭인동,위키위키와이키키,★ 4.8,343,사장님 리뷰가 없어요,"13,000원 이상 배달",20~30분
숭인동,파리바게뜨-왕십리텐즈힐점,★ 4.9,327,사장님 리뷰가 없어요,"12,000원 이상 배달",65~75분
숭인동,탐나종합어시장-신당역점,★ 4.9,276,사장님 리뷰가 없어요,"20,000원 이상 배달",54~64분
숭인동,파스타입니다-답십리점,★ 4.6,65,사장님 리뷰가 없어요,"9,000원 이상 배달",49~59분
숭인동,티바두마리치킨-안암보문점,★ 4.8,31,사장님 리뷰가 없어요,"15,500원 이상 배달",50~60분
숭인동,그남자의김치찌개,★ 4.8,1000,사장님 리뷰가 없어요,"8,000원 이상 배달",29분
숭인동,사마르칸트시티,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",22분
숭인동,돼지방문,0,0,사장님 리뷰가 없어요,"13,000원 이상 배달",18분
숭인동,푸라닭-용신점,0,0,사장님 리뷰가 없어요,"15,900원 이상 배달",40~50분
숭인동,래디컬브루잉클럽,0,0,사장님 리뷰가 없어요,"13,000원 이상 배달",25분
숭인동,푸른바다,0,0,사장님 리뷰가 없어요,"18,000원 이상 배달",25분
숭인동,요녀석파스타&필라프&리조또,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",59~69분
숭인동,이북집찹쌀순대-신당점,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",19분
숭인동,에베레스트-동대문점,0,0,사장님 리뷰가 없어요,"22,000원 이상 배달",21분
숭인동,우와돈,0,0,사장님 리뷰가 없어요,"17,000원 이상 배달",21분
숭인동,광장시장먹거리장터,0,0,사장님 리뷰가 없어요,"16,000원 이상 배달",45~55분
신문로2가,피자알볼로-서대문점,★ 4.7,843,21,"15,000원 이상 배달",35~45분
신문로2가,파리바게뜨-광화문점,★ 4.9,264,38,"12,000원 이상 배달",65~75분
신문로2가,뚜레쥬르-독립문점,★ 4.8,137,851,"12,000원 이상 배달",26분
신문로2가,도미노피자-서대문점,★ 4.7,534,233,"21,900원 이상 배달",35~45분
신문로2가,청년피자-종로점,★ 4.9,233,735,"14,900원 이상 배달",23~33분
신문로2가,PB델리-광화문점,★ 4.7,628,247,"11,000원 이상 배달",44~54분
신문로2가,호식이두마리치킨-독립문점,★ 4.8,838,57,"14,000원 이상 배달",43~53분
신문로2가,3가지맛디디치킨-아현점,★ 4.6,250,60,"14,000원 이상 배달",43~53분
신문로2가,원할머니보쌈-명동점,★ 4.6,107,2,"27,000원 이상 배달",38~48분
신문로2가,맘스터치-서대문역점,★ 4.8,83,324,"15,000원 이상 배달",55~65분
신문로2가,쫄면주는삼겹본능by놀부-충정로역점,★ 4.6,300,76,"15,000원 이상 배달",35~45분
신문로2가,굽네치킨&피자-경복궁점,★ 4.7,27,29,"15,000원 이상 배달",45~55분
신문로2가,유가네닭갈비-명동3호점,★ 4.7,383,259,"15,000원 이상 배달",55~65분
신문로2가,네네치킨-광화문점,★ 5.0,29,48,"15,000원 이상 배달",53~63분
신문로2가,놀부부대찌개-충정로역점,★ 4.8,260,34,"15,000원 이상 배달",35~45분
신문로2가,아웃백-명동점,★ 4.6,252,28,"20,000원 이상 배달",54~64분
신문로2가,돈치킨-종로5가점,★ 4.6,48,99,"16,000원 이상 배달",38분
신문로2가,제일제면소-충정로점,★ 4.2,34,4,"12,000원 이상 배달",48~58분
신문로2가,계절밥상-충정로점,★ 4.7,28,11,"12,000원 이상 배달",50~60분
신문로2가,빕스얌딜리버리-충정로점,★ 4.7,332,38,"12,000원 이상 배달",33~43분
신문로2가,피자에땅-서대문점,★ 5.0,4,11,"15,900원 이상 배달",45~55분
신문로2가,CU-중구정동길점,★ 4.4,37,34,"10,000원 이상 배달",45~55분
신문로2가,파스쿠찌-종로2가점,★ 5.0,13,3,"12,000원 이상 배달",65~75분
신문로2가,자담치킨-서대문역점,★ 4.7,103,9430,"17,000원 이상 배달",35~45분
신문로2가,멕시카나-종로점,★ 4.9,28,467,"16,000원 이상 배달",45~55분
신문로2가,디디찜엔닭-아현점,★ 4.8,1407,389,"14,000원 이상 배달",45~55분
신문로2가,써브웨이-안국점,★ 4.7,237,2294,"5,000원 이상 배달",25분
신문로2가,정정아식당-서대문점,★ 4.7,3,27,"13,000원 이상 배달",19분
신문로2가,동대문엽기떡볶이-남대문점,★ 4.8,9962,902,"14,000원 이상 배달",25분
신문로2가,대족장,★ 4.9,247,201,"29,000원 이상 배달",50~60분
신문로2가,비스포킷-광화문점,★ 4.9,197,335,"12,000원 이상 배달",22분
신문로2가,반포식스-광화문점,★ 4.7,624,60,"10,000원 이상 배달",25분
신문로2가,마포만두-시청점,★ 4.4,390,1,"9,000원 이상 배달",20분
신문로2가,아미소,★ 4.8,2981,67,"20,000원 이상 배달",26분
신문로2가,바르다김선생-광화문점,★ 4.6,2134,202,"15,000원 이상 배달",41~51분
신문로2가,또래오래-서대문역점,★ 4.7,166,154,"15,000원 이상 배달",42~52분
신문로2가,주시브로스-그랑서울점,★ 4.9,285,121,"10,000원 이상 배달",22분
신문로2가,전곱-종로직영점,★ 4.8,340,2,"20,000원 이상 배달",59~69분
신문로2가,무한삼겹-서울역점,★ 4.2,98,103,"13,000원 이상 배달",25분
신문로2가,따띠삼겹-서대문점,★ 4.6,300,117,"13,000원 이상 배달",20분
신문로2가,무교동유정낙지-본점,★ 4.8,1146,80,"9,000원 이상 배달",22분
신문로2가,미미파스타,★ 4.9,190,62,"10,000원 이상 배달",55~65분
신문로2가,미미완당,★ 5.0,204,37,"18,000원 이상 배달",25분
신문로2가,가평닭곰탕,★ 4.9,154,38,"6,000원 이상 배달",24분
신문로2가,밀크홀1937-종로점,★ 5.0,27,15,"10,000원 이상 배달",25분
신문로2가,마왕족발-홍제점,★ 4.9,124,55,"20,000원 이상 배달",55~65분
신문로2가,춘리마라탕-명동본점,★ 4.8,811,76,"12,900원 이상 배달",24분
신문로2가,의령소바-충정로점,★ 4.6,290,20,"5,800원 이상 배달",25분
신문로2가,101번지남산돈까스 센터원점,★ 4.9,14,3,"8,000원 이상 배달",24분
신문로2가,요거트맨 종로서적점,★ 4.3,563,23,"10,900원 이상 배달",23분
신문로2가,카페자스-광화문점,★ 5.0,1,68,"11,000원 이상 배달",21분
신문로2가,남경-중구점,★ 4.7,191,47,"13,000원 이상 배달",22분
신문로2가,자연담은도시락 광화문점,★ 4.5,186,29,"10,000원 이상 배달",19분
신문로2가,미친피자-본점,★ 4.5,150,113,"15,000원 이상 배달",57~67분
신문로2가,로라방앗간-디타워점,★ 4.8,171,24,"10,000원 이상 배달",21분
신문로2가,야레향,★ 4.6,173,8,"13,000원 이상 배달",22분
신문로2가,만복국수찌개&보쌈,★ 4.7,95,32,"10,000원 이상 배달",25분
신문로2가,던바스150,★ 4.7,107,76,"12,000원 이상 배달",24분
신문로2가,신전떡볶이-서대문동명점,★ 4.8,55,1,"13,000원 이상 배달",21분
신문로2가,피키이터-애오개점,★ 4.8,93,82,"10,000원 이상 배달",24분
신문로2가,평창우선생,★ 4.7,79,10,"10,000원 이상 배달",20분
신문로2가,방배김밥라이스쉐프-서울스퀘어점,★ 4.9,59,2,"12,000원 이상 배달",26분
신문로2가,경양카츠-종각점,★ 4.5,60,32,"13,000원 이상 배달",24분
신문로2가,고가빈커리하우스,★ 4.9,100,8,"10,000원 이상 배달",19분
신문로2가,원조30년전통무교동낙지,★ 4.8,49,17,"11,000원 이상 배달",20분
신문로2가,통통김밥-회현역점,★ 4.7,50,6,"10,000원 이상 배달",23분
신문로2가,육쌈냉면-회현점,★ 4.9,36,1,"12,000원 이상 배달",22분
신문로2가,샐러비샐러드-종로점,★ 4.9,36,1,"8,000원 이상 배달",23분
신문로2가,고려삼계탕-시청본점,★ 4.9,1977,17,"13,000원 이상 배달",19분
신문로2가,사보텐-종로그랑서울점,★ 4.6,60,1,"12,000원 이상 배달",25분
신문로2가,뜸들이다-서대문점,★ 4.7,21,2,"10,000원 이상 배달",19분
신문로2가,통큰삼겹-광화문점,★ 4.9,42,52,"12,000원 이상 배달",22분
신문로2가,커피인류-마포프레스티지자이점,★ 4.7,137,3,"12,000원 이상 배달",30분
신문로2가,배떡-신촌점,★ 4.7,76,4,"9,000원 이상 배달",34분
신문로2가,맑은나주곰탕-중림점,★ 4.8,38,38,"12,000원 이상 배달",21분
신문로2가,돈돈정-그랑서울점,★ 4.5,35,1,"12,000원 이상 배달",23분
신문로2가,공차-시청점,★ 4.4,12,6,"10,000원 이상 배달",19분
신문로2가,별난분식-서대문점,★ 5.0,1,1,"10,000원 이상 배달",22분
신문로2가,영천닭강정,★ 4.5,178,737,"10,000원 이상 배달",24분
신문로2가,삼백집-북창점,★ 4.2,23,2,"12,500원 이상 배달",23분
신문로2가,명인강메밀구푸른초장,★ 4.9,83,199,"12,000원 이상 배달",23분
신문로2가,원당감자탕-인사동점,★ 5.0,1,7,"13,000원 이상 배달",24분
신문로2가,GS25-서대문센트레빌점,★ 4.7,24,78,"10,000원 이상 배달",46~56분
신문로2가,육쌈냉면 낙원점,★ 4.8,46,16,"12,000원 이상 배달",22분
신문로2가,명동칼국수-중림동점,★ 4.5,67,2992,"13,000원 이상 배달",22분
신문로2가,건강한식당,★ 4.7,385,5,"8,500원 이상 배달",24분
신문로2가,인생소머리국밥,★ 5.0,31,43,"11,000원 이상 배달",25분
신문로2가,토속집,★ 5.0,28,3,"13,000원 이상 배달",22분
신문로2가,버거운녀석들-중림점,★ 3.7,3,482,"12,000원 이상 배달",23분
신문로2가,이화수육개장-정동점,★ 4.8,12,25,"9,000원 이상 배달",17분
신문로2가,옥루몽 신촌본점,★ 4.7,34,135,"8,000원 이상 배달",24분
신문로2가,뜸들이다-광화문점,★ 5.0,2,779,"8,700원 이상 배달",20분
신문로2가,101번지남산돈까스-안녕인사동점,★ 4.8,80,10,"11,000원 이상 배달",23분
신문로2가,코코버블티-명동점,★ 4.8,5,1318,"11,000원 이상 배달",26분
신문로2가,명동생선구이찌개,★ 5.0,5,사장님 리뷰가 없어요,"13,000원 이상 배달",25분
신문로2가,투고샐러드-신촌점,★ 5.0,4,사장님 리뷰가 없어요,"5,000원 이상 배달",31분
신문로2가,카페우디-광화문점,★ 4.7,12,사장님 리뷰가 없어요,"10,000원 이상 배달",25분
신문로2가,고레카레 서울스퀘어점,★ 4.9,10,사장님 리뷰가 없어요,"10,000원 이상 배달",25분
신문로2가,싸다김밥-시청역점,★ 5.0,1,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
신문로2가,카페곧감,★ 5.0,3,사장님 리뷰가 없어요,"11,500원 이상 배달",30분
신문로2가,곰비쭈꾸미,★ 4.2,41,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
신문로2가,홍짜장-숙대점,★ 4.8,8,사장님 리뷰가 없어요,"14,000원 이상 배달",30분
신문로2가,공차-태평로점,★ 3.6,79,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,라바짜커피-시청점,★ 5.0,2,사장님 리뷰가 없어요,"12,000원 이상 배달",23분
신문로2가,홍콩반점0410-명동점,★ 4.8,17,사장님 리뷰가 없어요,"13,000원 이상 배달",21분
신문로2가,아재커피-시청점,★ 4.9,16,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,비동닭발&닭도리탕,★ 5.0,6,사장님 리뷰가 없어요,"12,000원 이상 배달",24분
신문로2가,장충가마솥한방족발,★ 4.9,57,사장님 리뷰가 없어요,"20,000원 이상 배달",24분
신문로2가,텀브커피-시청역점,★ 4.7,2534,사장님 리뷰가 없어요,"12,000원 이상 배달",25분
신문로2가,카페노냥-서대문점,★ 4.3,1168,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,우주곰커피-서울시청점,★ 4.8,1407,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,한가람-본점,★ 4.7,3120,사장님 리뷰가 없어요,"5,000원 이상 배달",25분
신문로2가,강릉엄지네꼬막집-서대문역점,★ 5.0,1,사장님 리뷰가 없어요,"19,500원 이상 배달",22분
신문로2가,뚜레쥬르-서울역센트럴자이점,★ 5.0,2,사장님 리뷰가 없어요,"12,000원 이상 배달",25분
신문로2가,오로지라멘-종각점,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,101번지남산돈까스-본점,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",24분
신문로2가,사직로커피,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
신문로2가,무진커피,0,0,사장님 리뷰가 없어요,"9,800원 이상 배달",25분
신문로2가,엄마손은큰손,0,0,사장님 리뷰가 없어요,"14,000원 이상 배달",26분
신문로2가,천궁전마라탕-시청점,0,0,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
신문로2가,노량진수산시장벌교아줌마,0,0,사장님 리뷰가 없어요,"13,000원 이상 배달",85~95분
